

Data type: org.panda.causalpath.data.PhosphoProteinData
Row ID	Change amount	P-value	Q-value
GSK-3b_pS9	9.556091481383385	7.076886022246188E-5	0.002901523269120937
S6_pS235_S236	-9.41588845976013	8.142009405068295E-5	0.0016691119280390005
PRAS40_pT246	8.951028929811018	1.2960373826678007E-4	0.0017712510896459943
YAP_pS127	8.024169754065225	3.2745177879017745E-4	0.003356380732599319
Akt_pT308	7.871048334691847	3.816340721802923E-4	0.0031293993918783966
JNK_pT183_Y185	-7.859783105780065	3.859575742613837E-4	0.0026373767574527887
Akt_pS473	7.619689476352495	4.906941796042817E-4	0.0028740659091107926
GSK-3a-b_pS21_S9	6.961822974419688	9.473679718416353E-4	0.004855260855688381
NF-kB-p65_pS536	-6.744994992944295	0.0011767545713751767	0.0053607708251535826
ER-a_pS118	5.053075211491225	0.006389653665644286	0.02619758002914157
HER2_pY1248	-4.615545257700783	0.009896785636931735	0.036888019192200104
p27_pT198	3.987436951742436	0.01854719059611914	0.06336956787007372
FoxO3a_pS318_S321	-3.7524604554725594	0.02345995261751631	0.07398908133216683
S6_pS240_S244	-3.1927146349620954	0.04106025590434263	0.12024789229128914
AMPKa_pT172	-3.0021384463044045	0.04968071515135598	0.13579395474703967
c-Jun_pS73	-2.452751700441584	0.08605645880111502	0.22051967567785724
Stat3_pY705	-2.445136194872271	0.08671432405117252	0.20913454624106312
C-Raf_pS338	2.3108375882282512	0.09917814631266465	0.2259057777121806
Src_pY416	2.190107341988461	0.11190473589573643	0.24147864061711546
Src_pY527	2.123400409084901	0.11962416503526156	0.24522953832228622
p90RSK_pT359_S363	-1.9894959553699612	0.13676434340807592	0.2670160990348149
mTOR_pS2448	1.9752089826039563	0.1387323165724952	0.2585465899760138
4E-BP1_pS65	-1.764742513251262	0.17123087048929975	0.30523763869831694
Bad_pS112	-1.7145945946790333	0.1800366937539003	0.307562685162913
EGFR_pY1068	1.5531583615587228	0.2115786754847372	0.346989027794969
p27_pT157	-1.1487753871705368	0.31702476435243676	0.49992366686345796
EGFR_pY992	1.0607103904069894	0.3462097788455032	0.5257259604690975
PDK1_pS241	-1.0127322018010574	0.3632252180163106	0.5318654978095976
c-Met_pY1234_Y1235	-0.883138701794201	0.41348307278293206	0.5845795166931109
Chk1_pS345	-0.8663739189453431	0.4204734591399343	0.5746470608245768
EGFR_pY1173	0.8159615116145499	0.44221392905251755	0.5848635835855878
p38_pT180_Y182	-0.7093805316358183	0.4919488498392386	0.6303094638565244
TAZ_pS89	-0.6644548262055315	0.5145539725957826	0.6392943295886996
MAPK_pT202_Y204	-0.619769844905208	0.5380682624966213	0.6488470224223963
YB1_pS102	0.5906580830859424	0.5539626113302074	0.6489276304153858
p70-S6K_pT389	0.464298945925998	0.6285756162571552	0.71587778518176
Chk2_pT68	-0.2894808453492775	0.7486521329436708	0.8295874986673109
ACC_pS79	-0.2875471806767939	0.7501011756549687	0.8093196895224662
MEK1_pS217_S221	-0.27898862494155197	0.75654850894961	0.7953458683829233
Rb_pS807_S811	-0.22368789249866755	0.7995646455538611	0.8195537616927077
PKCapS657	-0.08377822812897558	0.9196351826968234	0.9196351826968234

Data type: org.panda.causalpath.data.ProteinData
Row ID	Change amount	P-value	Q-value
CDK1	9.549433107742258	7.124163795470117E-5	0.007337888709334221
MSH2	6.59808748791351	0.0013629722473593629	0.07019307073900719
Bcl2	6.396145620202433	0.0016679739040825095	0.05726710404016616
Paxillin	-6.283343793611574	0.0018671467908244251	0.048079029863728945
Cyclin-E1	-6.061326148394245	0.002331307177353407	0.048024927853480184
PR	5.56556503199843	0.0038274173208991576	0.06570399734210221
Rb	5.3143810765995365	0.004920323116251358	0.07239904013912712
IGF1R-b	-5.29590445907096	0.0050120791044055485	0.06453051846922143
eIF4E	-5.293749009510461	0.00502289403944467	0.05748423178475567
FoxO3a	-4.768225943500308	0.008495438186441457	0.08750301332034702
Cyclin-B1	4.749070559284742	0.008659740178983338	0.08108665803957125
Stathmin-1	4.408130796160744	0.012177920083781378	0.10452714738579016
EGFR	4.258007101791059	0.014150474784356114	0.11211530021451382
14-3-3-epsilon	4.174183880429047	0.01538774477156353	0.11320983653364598
p27-Kip-1	-4.07316734250987	0.01702338413922104	0.11689390442265114
Fibronectin	-3.938073447167252	0.019485718873837415	0.12543931525032836
Src	3.868311080179613	0.02089362730424233	0.12659080072570353
Stat5a	3.8547265917911786	0.021179393138529085	0.121193194070472
p70-S6K1	-3.7714687352039453	0.023018230761944414	0.12478304044633025
PTEN	-3.6885335826393417	0.025008648282375742	0.12879453865423507
MIG-6	-3.5171163520113535	0.029684912703909536	0.1455974289763182
p53	-3.4974804714271714	0.03027356252008354	0.14173531543493656
FAK	3.3765824903517823	0.034164011292790925	0.15299535491988978
Merlin	-3.3181805805210565	0.036218668794794254	0.15543845357765868
MEK1	-3.290887112111757	0.03722081570966495	0.1533497607238196
Smad3	-3.22989102961209	0.039561809619258634	0.15672563041475535
4E-BP1	-3.1781737441928275	0.04166167055602066	0.15893155804704176
Tau	-3.138735924914707	0.043337545203475464	0.1594202555699276
MSH6	3.06206341245713	0.04679104631315622	0.1661888886294859
